nama_hotel,alamat_hotel,harga_kamar,jenis_kamar,total_kamar_tersedia,wilayah,latitude,longitude
Blessing Residence,"Jalan Komando Raya I No. 19, Karet Setiabudi",Rp325.000,2,2,Jakarta Selatan,-6.214266333178000,106.82199065425000
Woodland Park Residence By Mofu,"Jl. Raya Kalibata No. 22, Rawajati, Kalibata, Pancoran, Jakarta Selatan, Indonesia",Rp427.500,1,2,Jakarta Timur,-6.258003362349620,106.86218572616000
PSW Antasari Hotel,Jalan Pangeran Antasari No. 75,Rp1.155.000,6,6,Jakarta Selatan,-6.284882093709260,106.80682621450400
SOTIS Residence Pejompongan Jakarta,"Jalan Penjernihan I, No. 10 B",Rp565.000,2,2,Jakarta Pusat,-6.203485298941430,106.80589409486600
Nagomi Suites,"Jl. Sampit 5 No.2 RT.1/RW.6, Kramat Pela, Jakarta Selatan, Jakarta, Indonesia",Rp1.866.750,2,4,Jakarta Selatan,-6.245383462606910,106.79557723785200
Ampera Avenue,Jalan Ampera 1 No 60,Rp500.000,2,3,Jakarta Selatan,-6.286285129361150,106.81985685008600
Roosseno Plaza,"Jl. Kemang Utara Raya No.1, Kemang, Mampang, Jakarta, Indonesia",Rp833.000,6,7,Jakarta Selatan,-6.257302494810830,106.81538789678200
Margot Apartment,Jalan Haji Batong Raya No. 4 Cilandak Barat,Rp800.000,1,2,Jakarta Selatan,-6.284443662831560,106.79050458509800
Apatel Ancol Mansion,"Pantai Indah, RW.10, Ancol, North Jakarta City, Jakarta, Indonesia",Rp625.000,1,2,Jakarta Utara,-6.121979893346650,106.84568526112900
Kemanggisan 75 Residence,Jl. KH. Mudham no 75 Kemanggisan,Rp185.000,1,1,Jakarta Barat,-6.202671129952550,106.78820793965400
The Green Pramuka City by Dede,"Jenderal Ahmad Yani Kav No.49, Rawa Sari, Cempaka Putih, RT.13/RW.9, Rawasari, Jakarta Pusat, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10570",Rp350.000,2,5,Jakarta Pusat,-6.188459862617780,106.87474216112900
Coins Hotel By Ruang Nyaman,"Jalan Sunter Agung Utara Raya Blok A No. 5B, Jl. Ancol Selatan I No.10, RT.2/RW.18, Sunter Agung, Tj. Priok, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14350",Rp344.110,3,4,Jakarta Utara,-6.138416628471020,106.86296062004800
Cilandak Mansion,Jl. BDN II No. 21,Rp310.000,1,4,Jakarta Selatan,-6.282307795449230,106.7996203145070
Four Points by Sheraton Jakarta Thamrin,Jalan M.H. Thamrin Kav 9,Rp1.210.000,5,5,Jakarta Pusat,-6.188308862092040,106.82263651450300
Havenwood Residence TB Simatupang,"Jl. H. Marzuki No.39, RT.2/RW.1, Kebagusan, Ps. Minggu, Jakarta",Rp570.000,3,4,Jakarta Selatan,-6.300528994938580,106.83161668444300
Arcadia Mangga Dua by Horison,"Jl. Pangeran Jayakarta No.73, Mangga Dua Selatan, Sawah Besar, Jakarta Pusat, Indonesia",Rp507.656,2,2,Jakarta Pusat,-6.1382333953009900,106.8227376733980
Hotel New Star,"Jl. Rawasari SelatanRT.16/RW.9, Rawasari, Cempaka Putih, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta.Indonesia",Rp335.000,1,1,Jakarta Pusat,-6.187854028549630,106.87443405008500
Apartemen City park by Pelangi Nusantara  Room,Jalan Kapuk Raya No. 1 Rt 7 / Rw 14 Cengkareng Jakarta Barat,Rp255.000,2,2,Jakarta Barat,-6.130707765286600,106.73617635092100
Gold Coast PIK Bahama Sea View Apartments,"Jalan Pantai Indah Utara 1, RT.8/RW.1, Kamal Muara, Kec. Penjaringan",Rp538.000,7,8,Jakarta Utara,-6.101936695573910,106.73817789671100
Grandboutique-Inn,"Jl. Pluit Karang Ayu I, Greenbay Pluit Tower B Lantai LGM No. 30, Pluit, Penjaringan, Jakarta Utara, Jakarta 14450, Indonesia",Rp577.232,3,5,Jakarta Utara,-6.108726327186330,106.77881830223300
D'Bamboo Suites,"Jl. Anggrek 4 No.47, RT.14/RW.7, Kuningan, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Indonesia",Rp666.250,4,4,Jakarta Selatan,-6.218586628523870,106.82606372002500
MH Nice Rooms,"Perumahan Kosambi Baru, Blok C 15 No. 24, Jakarta Barat",Rp205.000,1,4,Jakarta Barat,-6.1737410623599200,106.71420398781600
Madison Park Apartment Near Mall Central Park,"Jl. Letjen S. Parman No.6 Kav 28, RT.8/RW.6, Tj. Duren Sel, Kec. Grogol Petamburan, Kota Jakarta Barat, DKI Jakarta, Indonesia",Rp348.000,4,4,Jakarta Barat,-6.178646438952810,106.78886797845600
RedDoorz Plus @ Sawah Besar,"Jl. Dwi Warna 1, Kartini, Kecamatan Sawah Besar, Kota Jakarta Pusat, DKI Jakarta, Indonesia",Rp160.650,2,2,Jakarta Pusat,-6.151449995540850,106.83006371450500
Naraya Hotel Jakarta,"Jl. Pemuda No.18, Rawamangun, Kec. Pulo Gadung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta",Rp447.925,4,4,Jakarta Timur,-6.19341042929306,106.88014051450300
Nusalink Kurnia Near Sawah Besar,"Jl. A Karang Anyar No.3, RT.7/RW.8, Karang Anyar, Kecamatan Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta",Rp185.000,2,2,Jakarta Pusat,-6.161044662088610,106.83211731454200
Nusalink AMS Near Mangga Besar,"Jl. Mangga Besar IV E No.25 Taman Sari, Mangga Besar, Taman Sari, Jakarta, Indonesia",Rp281.000,1,4,Jakarta Barat,-6.151349228620370,106.82219463791300
Griya Rasuna Jakarta RedPartner,"Located in Griya Rasuna, Jl. Pedurenan Masjid 2 No. 18, Karet Kuningan, Kuningan, Jakarta, Indonesia",Rp294.570,1,1,Jakarta Selatan,-6.222339328889660,106.82817798509300
Villa Sri Manganti,"Jl. PKP Raya No. 34, Kelapa Dua Wetan, Ciracas, Jakarta Timur, Indonesia",Rp176.300,3,5,Jakarta Timur,-6.340806695399570,106.8865446911850
Penginapan Marsya Prima,"Jl. Raya Centex No. 1 RT 10/RW 10, Kec. Ciracas, Jakarta Timur, DKI Jakarta",Rp218.050,3,5,Jakarta Timur,-6.319165696547410,106.87786841437400
RedDoorz Plus Syariah near Mall Pondok Indah,"Jl. Tanah Kusir II No. 01, Arteri Pondok Indah, Jakarta, Indonesia",Rp419.943,1,1,Jakarta Selatan,-6.258151830561680,106.78290059671200
Cozy The Hive Tamansari by Bonzela Property,"Apartemen Tamansari The Hive Cawang, The Hive, Jl. Donald Isaac Panjaitan No.Kav.3-4 RT.7/RW11, Cipinang Cempedak, Jatinegara, Jakarta Timur, Jakarta 13340",Rp400.000,1,1,Jakarta Timur,-6.244592330685960,106.87547891911700
Cozy Pesona Cibubur Village Apartment,"Jl. Harjamukti No.1, Cibubur, Jakarta Timur, Indonesia",Rp346.500,1,2,Jakarta Timur,-6.37030875279458,106.88771359444900
RedDoorz Plus @ Kwitang 2,"Jl. Kramat Kwitang I No.2, Kwitang, Senen, Jakarta Pusat, Indonesia",Rp221.319,1,1,Jakarta Pusat,-6.183821666744240,106.84068552353200
RedDoorz Syariah near Universitas Borobudur,"Komplek PU, Jl. Inspeksi Tarum Barat No. 11-12, RT 05 RW 11, Cipinang Melayu, Kec. Makasar, Jakarta Timur, DKI Jakarta",Rp272.659,1,1,Jakarta Timur,-6.246730130907770,106.90549928444400
Nusalink Puri Maju Near Jelambar,"Jl. Prof. DR. Latumeten III No.12, RW.5, Jelambar, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta",Rp248.999,2,2,Jakarta Barat,-6.160696428501320,106.78990077892000
Sambina,"Jl. Hadiah Utama Blok. E6 No. 1407, RT. 9 / RW. 2, Jelambar, Kec. Grogol Petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta, Indonesia",Rp255.086,2,4,Jakarta Barat,-6.158391089252830,106.7800993629560
Wisma Tobana,"Jl. Ciputat Raya No. 326, Kebayoran Lama Utara, Jakarta Selatan",Rp236.056,3,6,Jakarta Selatan,-6.245116794901290,106.78034500282100
RedDoorz Plus near Radio Dalam 3,"Jl. H. Salim 1 No.16, RT.3/RW.14, Gandaria Utara, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Indonesia",Rp211.838,1,1,Jakarta Selatan,-6.260935464074420,106.79038284391300
Singgahsini Turbo Space Near Cipinang Indah Mall,"Jl. Kasuari 8, Kecamatan Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta",Rp238.469,1,4,Jakarta Timur,-6.230754161170990,106.89256123849500
KoolKost Syariah @ Duri Kosambi,"24, Perumahan Kosambi Baru Blok C 15 No. 24, Duri Kosambi, Cengkareng, Jakarta",Rp230.288,2,5,Jakarta Barat,-6.173728462155690,106.71417801389000
RedDoorz near Kota Tua 2,"Jalan Tiang Bendera I, RT.5/RW.3, Roa Malaka, Jakarta Barat, DKI Jakarta, Indonesia",Rp162.435,2,2,Jakarta Barat,-6.132716595407710,106.80743517892000
Singgahsini Kuningan,"Jl. Karet Pedurenan No.38, RT.3/RW.4, Kuningan, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Rp322.776,1,1,Jakarta Selatan,-6.2213185013981,106.82475561266500
OYO 3133 Wisma Yampi Syari'ah,"Jl. Tawes No.5, RT.1/RW.9, Ps. Minggu, Kec. Ps. Minggu, Jakarta, Daerah Khusus Ibukota Jakarta 12520",Rp117.607,3,6,Jakarta Selatan,-6.2939486270527500,106.8376785850560
Singgahsini Casa D Elok Near PIM 1,"Jl. Alam Elok IX No.16, Pd. Pinang, Kec. Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta, Indonesia",Rp619.717,1,3,Jakarta Selatan,-6.267028707244570,106.78273306312900
Singgahsini Mampang Prapatan V,"Jl. Mampang Prapatan V 14-31, RT.9, Tegal Parang, Kec. Mampang Prpt., Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Rp374.355,1,2,Jakarta Selatan,-6.2452285201713200,106.82463830898200
RedDoorz @ Mangga Besar 2,"Jl. Mangga Besar 2, No. 6i, Taman Sari, Jakarta Barat Mangga Besar, 11150 Jakarta, Indonesia",Rp164.220,1,1,Jakarta Barat,-6.150691728616800,106.82077915559800
KoolKost Syariah near Pejaten Village 2,"Jalan Jati Padang IA, No.4, Jati Padang, Kec. Pasar Minggu, Kota Jakarta Selatan, DKI Jakarta",Rp264.338,1,1,Jakarta Selatan,-6.286319427162870,106.82878053782700
Pesona Cibubur Village Apartment,"Jl. Harjamukti No. 1, Cimanggis, Jakarta Timur, Jakarta, Indonesia",Rp350.000,1,2,Jakarta Timur,-6.3703102890845600,106.88768236723300
Grandkemang Jakarta,"Jl. Kemang Raya 2 H, Kebayoran Baru, Jakarta Selatan",Rp586.889,5,5,Jakarta Selatan,-6.2555123038165300,106.81079624949300
ibis Styles Jakarta Mangga Dua Square,Jl Gunung Sahari 1,Rp439.085,2,2,Jakarta Utara,-6.138868694941260,106.83223721394000
Holiday Inn & Suites JAKARTA GAJAH MADA,Jl. Gajah Mada No. 211,Rp877.902,9,9,Jakarta Barat,-6.145179093790550,106.81519050285300
B Fashion Hotel,Jalan Aranda No. 1,Rp575.026,1,2,Jakarta Barat,-6.18182196139813,106.79199555560700
Hotel Zia Sanno Jakarta - Pluit,"Jl. Pluit Selatan Raya No. 2, Pluit, Penjaringan, Jakarta Utara, Jakarta, Indonesia",Rp465.000,3,3,Jakarta Utara,-6.123953562283840,106.79844849671100
Hotel Marcopolo Jakarta,Jalan Teuku Cik Ditiro No.19,Rp420.000,7,10,Jakarta Pusat,-6.195443695414390,106.83705695559800
Ibis Hotel Jakarta Mangga Dua,Jalan Pangeran Jayakarta No.73 Sawah Besar,Rp383.210,2,3,Jakarta Utara,-6.138849364611480,106.83223654638200
Rumah Kamang Residence,"Jalan Saco No. 55 RT.03/04, Kelurahan Ragunan, Kecamatan Pasar Minggu",Rp341.176,1,4,Jakarta Selatan,-6.304893493386830,106.8168135322950
Apartemen Cilandak Citos,"JL. TB Simatupang, Kav 17, Cilandak Barat, Jakarta Selatan, Indonesia",Rp732.316,2,4,Jakarta Selatan,-6.2914850275482800,106.79968113229500
Apartment Laguna by Alvin,"Jl. Pluit Selatan. Samping Waduk Pluit, Kelurahan Pluit, Kecamatan Penjaringan, Kota Jakarta Utara,  Daerah Khusus Ibukota Jakarta",Rp260.000,1,2,Jakarta Utara,-6.123391662464130,106.79946847401800
Hotel Permai Jakarta,"Jl. Mangga Besar Raya No. 22 - 24 Maphar, Tamansari, Mangga Besar, Jakarta Barat, DKI Jakarta, Indonesia",Rp220.500,2,2,Jakarta Barat,-6.149715089213730,106.81978180713500
Aloft Jakarta Wahid Hasyim,Jalan K.H Wahid Hasyim No. 92 Menteng,Rp1.125.300,2,2,Jakarta Pusat,-6.186842695575880,106.82716316176500
Oakwood Suites La Maison Jakarta,"Jl. Barito II, No. 56, Kebayoran Baru, Jakarta, Indonesia",Rp2.315.450,1,1,Jakarta Selatan,-6.246419329185830,106.7943016789210
AYANA Midplaza Jakarta,"Jl. Jend. Sudirman Kav 10-11, Karet Tengsin, Tanah Abang, Jakarta Pusat, DKI Jakarta, Indonesia",Rp2.823.786,4,4,Jakarta Pusat,-6.209064995497510,106.81977037892100
Apatel Kara House,"Jalan Percetakan Negara V No. 19, Cempaka Putih, Jakarta Pusat",Rp255.500,4,4,Jakarta Pusat,-6.191271928868990,106.85840949671200
Sentra Boutique,"Jln. Ciledug Raya No.17 Cipulir, Kebayoran Lama",Rp330.000,2,2,Jakarta Selatan,-6.238015799491830,106.7655404993060
Fairmont Jakarta,Jl Asia Afrika No8,Rp3.751.000,10,10,Jakarta Pusat,-6.22196996266965,106.79904032002500
Apatel Elpis Residences 09B05,"Jalan Gn. Sahari 12 No.12, RT.18/RW.3, Gn. Sahari Utara, Sawah Besar",Rp490.000,1,2,Jakarta Pusat,-6.148930228086710,106.83648012679300
Hotel Mega Proklamasi,"Jalan Proklamasi No.40-42, Menteng",Rp300.000,3,3,Jakarta Pusat,-6.201547995618260,106.84428767339900
S7 Suites Gandaria,"Jl. Gandaria 1 No. 57, Kramat Pela, Kebayoran Baru, Gandaria, Jakarta, Indonesia",Rp855.000,2,5,Jakarta Selatan,-6.247746328900360,106.7902309850560
Hotel Banyuwangi Sintera,Jl. Haji Samanhudi 32b-34,Rp400.001,3,3,Jakarta Pusat,-6.162063728881200,106.83099349672100
John's Pardede International Hotel,"Jl. Raden Saleh I No. 9 - 11, Menteng, Jakarta, Indonesia",Rp290.000,3,5,Jakarta Pusat,-6.190493361712000,106.84517392615900
Fraser Residence Sudirman Jakarta,Jl. Setiabudi Raya No. 9,Rp1.886.445,6,6,Jakarta Selatan,-6.210317996388880,106.82362106665100
Alila SCBD Jakarta,SCBD Lot 11. Jalan Jenderal Sudirman Kavling 52 - 53,Rp4.840.000,6,6,Jakarta Selatan,-6.224720730725290,106.81068957033200
ROSI 3 at Apartment Kalibata City,"Apartemen Kalibata City - Tower Nusa Indah, Jalan Kalibata Raya, Rawajati",Rp350.000,1,2,Jakarta Selatan,-6.25726272988877,106.85210031450400
The Dharmawangsa Jakarta,"Jalan Brawijaya No. 26, Kebayoran Baru",Rp3.680.000,3,3,Jakarta Selatan,-6.253211694211400,106.80511699692300
Apatel Paradise Mansion,"Marketing Galery Palm Paradise Jl Satu Maret Pegadungan, RT.9/RW.4, Pegadungan, Kec. Kalideres, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11830",Rp325.500,1,2,Jakarta Barat,-6.1315238951061600,106.70279189124100
P Residence Jakarta,"Jl. Toko Tiga No.27, RT.13/RW.2, Roa Malaka, Kec. Tambora, Jakarta, Daerah Khusus Ibukota Jakarta 11230",Rp408.878,1,2,Jakarta Barat,-6.141773195323940,106.811415896723
Kalibata City Apartment by ARSKALCIT,Kalibata City Tower Flamboyan 12 CA Jl. Kalibata Raya No. 1 Pancoran,Rp350.000,1,1,Jakarta Selatan,-6.256443568029150,106.8523376224830
Apartemen Kalibata City by MarQcuan Room,"Apartemen Kalibata City,Tower Rafles 18 AG,Jalan TMP Kalibata No.1, Kalibata, Pancoran, Kalibata, Pancoran, Jakarta, Indonesia",Rp550.000,1,2,Jakarta Selatan,-6.25725356535728,106.85093304624900
Roosseno Plaza Serviced Apartment,Jalan Kemang Utara Raya No.1,Rp850.000,2,4,Jakarta Selatan,-6.257297162348360,106.81539728444300
Apartemen Sentra Timur by Welcome Property,Jalan Sentra Primer Timur Pulo Gebang,Rp215.000,4,4,Jakarta Timur,-6.204740161997260,106.94929086112900
Apartemen Pakubuwono Terrace  Family Room Best  View,Jalan Ciluedug Raya No. 99 Kebayoran Lama,Rp550.000,1,2,Jakarta Selatan,-6.237713595477100,106.76970892616000
Wisma Pelangi 1,jalan kebon kacang 1 no 75-77,Rp408.000,2,2,Jakarta Pusat,-6.188052427904030,106.81907225008500
Feliz Noche Airport Capsule Hostel,"Taman Palem Lestari No.9, RT.7/RW.8, Cengkareng Bar., Cengkareng, Kota Jakarta Barat, DKI Jakarta",Rp300.000,1,3,Jakarta Barat,-6.138611793595130,106.72757425008500
Apartment Vandrelie Green Lake Sunter Northern Park,"Jl. Danau Sunter Selatan Blok M1, Sunter Agung, Tanjung Priok, RT.15/RW.16, Sunter Agung, Tj. Priok",Rp375.000,1,2,Jakarta Utara,-6.1434420625575,106.87685705008500
Mansion28@Darmawangsa,"Jalan Darmawanga X No. 28, Cipete",Rp1.200.000,1,3,Jakarta Selatan,-6.257716531870870,106.79964465008600
Nice  1BR Veranda Residence Puri Apartment by Travelio,"Jl. Pesanggrahan No.28, RT.2/RW.7, Kembangan Sel., Kec. Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta",Rp1.119.445,1,2,Jakarta Barat,-6.189431995510910,106.7563319556240
Fontana Hotel Jakarta,"Jl. Ciledug Raya No.77, Cipulir, Jakarta Selatan",Rp361.412,1,3,Jakarta Selatan,-6.238262199813830,106.7714149856680
Apatel Tower Capilano Unit JC-31C Mansion Apartement,"Pademangan, Mangga Dua",Rp586.950,1,2,Jakarta Utara,-6.147731828318410,106.85272726173400
Sawana Suites,"Jl. Danau Limboto Blok B1 No. 45, Bendungan Hilir, Jakarta, Indonesia",Rp540.367,6,6,Jakarta Pusat,-6.208518231007170,106.80593403475300
Hotel 88 Blok M,"Jl. Melawai V No. 20 Melawai, Kebayoran Baru, Jakarta Selatan, Jakarta, Indonesia",Rp500.000,5,5,Jakarta Selatan,-6.245377497729410,106.7998130280230
PassGo Thamrin,"Jl, Plaju No 16, Kebon Melati, Thamrin - Jakarta Pusat",Rp272.000,1,1,Jakarta Pusat,-6.200417529094200,106.82067296726500
Lantai 6 Hotel,"Jalan Kapuk Raya No.28, RT.5/RW.2, Kapuk Muara, Kec. Penjaringan",Rp250.000,1,4,Jakarta Utara,-6.1275558949014100,106.74310137892000
Marrakesh Inn,"Jalan Danau Tondano No.1, Bendungan Hilir. Pejompongan",Rp420.000,5,5,Jakarta Pusat,-6.206949255199740,106.80724202984300
Lagura Residence Homestay,"Jalan Taman Lagura Indah Blok L4 No.2, Cempaka Putih Timur",Rp210.000,2,5,Jakarta Pusat,-6.180767028750090,106.87161129121500
Madison Park Apartment Central Park Mall Free WiFi,Jl. Letjen S parman No. 7 Tj. Duren Selatan Grogol Jakarta Barat,Rp349.000,2,3,Jakarta Barat,-6.178629908320720,106.7888815098530
Dwijaya House Of Pakubuwono,"Jalan Dwijaya II No.7, Kebayoran Baru",Rp1.084.337,8,10,Jakarta Selatan,-6.260615759968850,106.78688206174300
The Bellezza Hotel Suites,"Jalan Letjen Soepeno 34, Arteri Permata Hijau, Kebayoran Lama",Rp1.000.000,3,6,Jakarta Selatan,-6.222245562080970,106.78270910846500
ETHAN Hotel Cilincing Plaza,"Jl. Cilincing Raya No.36 Ruko Cilincing Plaza Blok E1 No 3-6 & Blok E2 No.1, Cilincing , Tanjung Priok, Cilincing, Jakarta Utara, Indonesia",Rp291.400,2,4,Jakarta Utara,-6.105431732027060,106.93331567032200
OYO 2223 J&b Room Utan Kayu Near Rumah Sakit Umum Daerah Matraman,"Jl. Utan Kayu Raya No.69S, RT.12/RW.5, Utan Kayu Utara, Kec. Matraman, Jakarta",Rp188.087,1,1,Jakarta Timur,-6.193605695423240,106.86875606174200
Veranda Serviced Residences @ Puri,"Jl. Pesanggrahan, No.28, Kembangan Selatan, Kembangan, Jakarta Barat, Dearah Khusus Ibukota Jakarta, Indonesia",Rp686.638,1,1,Jakarta Barat,-6.189424662432940,106.75634670775600
Simple 2BR Bassura City Apartment Connect to Swimming Pool By Travelio,"Tower H, Lt. 11 Unit BU RT.8/RW.10, South Cipinang Besar, Jatinegara, East Jakarta City, Jakarta",Rp416.204,1,2,Jakarta Timur,-6.223492683172680,106.87933631720600
House of Arsonia Orchid,"Jl.Pejompongan Raya No.2, Jakarta Pusat",Rp360.000,2,2,Jakarta Pusat,-6.2043124342567000,106.80519735870300
The Loji @ Kuningan,"Jalan Ungaran 27, Guntur, Setiabudi",Rp288.889,1,1,Jakarta Selatan,-6.207629064335580,106.8250997789210
Sakura Terrace Benhil,"Jalan Penjernihan 1 no. 8, RT.5/RW.6, Bendungan Hilir, Central Jakarta City, Jakarta, Indonesia",Rp435.600,1,3,Jakarta Pusat,-6.2030221621281700,106.80536878505500
Apartment Ancol Mansion,"Jalan Pasir Putih II, RT.11/RW.10, Kota Tua, Ancol, Pademangan",Rp599.000,1,2,Jakarta Utara,-6.121875883744780,106.84565843904100
Madison Park Apartment,"Letjen S. Parman St No.Kav. 28, RT.8/RW.8, South Tanjung Duren, Grogol petamburan, West Jakarta City, Jakarta 11470",Rp487.952,2,3,Jakarta Barat,-6.179246975873560,106.78921503056000
iHome Residence,Jalan Kebon kacang 1 No. 57 Tanah Abang,Rp325.000,3,3,Jakarta Pusat,-6.187995428675090,106.81822734886000
Elegant and Cozy 2BR Apartment Royal Olive Residence By Travelio,"Tower 1 Lantai 31 Unit No. D - Jalan Buncit Raya No.101, RT.1/RW.2, Pejaten Barat, Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12760",Rp1.083.331,1,2,Jakarta Selatan,-6.276760796254080,106.82962422002600
Spacious with Strategic Place @ Studio West Vista Apartment By Travelio Tower The Chrest Lantai 19 Unit 10," Jalan Lingkar Luar No.8, Duri Kosambi, Cengkareng, RT.6/RW.8, Cengkareng Tim., Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11730""",Rp647.685,1,2,Jakarta Barat,-6.158040495337780,106.72666964333800
Apatel Green Central City Glodok,"5, Jl. Gajah Mada No.188, RT.3/RW.5, Glodok, Kec. Taman Sari, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11120",Rp402.500,1,2,Jakarta Barat,-6.14715046196828,106.81565481450300
Wisma Tebet,"Jl Tebet Raya no. 23 kelurahan tebet timur kecamatan tebet, jakarta selatan",Rp355.000,1,3,Jakarta Selatan,-6.229568862741350,106.85276924333800
Apatel The Oak Tower Pulo Gadung,"Jalan Perintis Kemerdekaan Kav 99, Pulo Gadung",Rp346.500,1,2,Jakarta Selatan,-6.1809155288260700,106.90510397892000
Modern 2BR Pakubuwono Terrace Apartment By Travelio,"Pakubuwono Terrace Apartment Tower North Lt.29 Jl. Ciledug Raya No.99B, RT.12/RW.5, Cipulir, Kby. Lama, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta",Rp717.592,1,2,Jakarta Selatan,-6.237710929147720,106.76970691450300
JO Duri Kosambi Guest House,Jalan Taman Kosasmbi Blok C15,Rp216.867,1,4,Jakarta Barat,-6.1647125288783900,106.72665979671100
Studio Room Green Palace at Kalibata City by Mestika Pro,Jalan Kalibata Raya No.1,Rp468.270,1,2,Jakarta Selatan,-6.257256768755410,106.85209593012400
Apatel Elpis Residence,"Jl. Gn. Sahari 12 No.12, RT.18/RW.3, Gn. Sahari Utara, Sawah Besar, Jakarta Pusat, DKI Jakarta, Indonesia",Rp700.000,1,2,Jakarta Pusat,-6.148938228429540,106.83647208014600
Metro Park Residence,"l. Pilar Mas Utama No.Kav. 28, RT.5/RW.3, Kedoya Sel., Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta",Rp508.383,2,3,Jakarta Barat,-6.186252728923740,106.75764983229400
ARCS House Blok M by Jambuluwuk,"Jl. Adityawarman No. 59, Blok M, Kebayoran Baru, Jakarta Selatan",Rp439.505,1,2,Jakarta Selatan,-6.241346496541900,106.80452203229500
Apartement Cosmo Terrace,"Jalan Kh. Mas Mansyur, Kebon Melati, Tanah Abang, RT.5/RW.13, Kebon Melati, Kb. Melati",Rp499.000,1,2,Jakarta Pusat,-6.1943108955960100,106.81474297339900
Rumah Shinta,"Jl.Mangga Dua Raya No.41, Jakarta Barat",Rp238.500,2,3,Jakarta Barat,-6.1369954266618100,106.81925365560700
Karsa Utama Hotel,Jalan Kebon Kacang IV No. 12,Rp330.000,3,3,Jakarta Pusat,-6.1898055615164800,106.81588337339900
Lenna RESIDENCE PREMIERE,Jl. Simprug Golf Kav.61. Kel Grogol Selatan. Kecamatan Kebayoran Lama,Rp411.505,2,3,Jakarta Selatan,-6.227571527817670,106.79084607892100
House of Arsonia Tulip,"Jl.Danau Tondano No.12, Bendungan Hilir",Rp387.000,1,1,Jakarta Barat,-6.207644729284870,106.80584958381000
Treehouse Suites at Kuningan - Boutique Serviced Apartment,"Jl. Karbela Timur No.1A Karet, Setiabudi, Jakarta Selatan",Rp690.000,6,6,Jakarta Selatan,-6.2148655619387800,106.82818395560800
